text,topic,topic_int
"A Bulgarian government commission alleges that Julia Kristeva, one of France’s most respected philosophers, was also a Communist-era secret agent.",Culture,3
"‘No One Trusts Facebook,’ Its Viral Stars Complain",Business,1
This mild-mannered musical adaptation of the famously divisive 2001 French film is unlikely to inspire similarly passionate responses.,Culture,3
This new song cycle by Ethan Lipton (“No Place to Go”) imagines a relocation to a spot across the solar system.,Culture,3
A Heart-Pounding Experience,Business,1
"Trevor Noah compared Oprah Winfrey with President Trump. “She’s everything that he’s not,” he said. “She’s black, she’s a woman, she likes to read.”",Culture,3
"The videos cast an unwelcome light not just on United, but on the airline industry’s efforts to maximize profits.",Business,1
Misery and Misfortune Aplenty,Sports,0
Antismoking Activists Face Threats and Violence,Science,2
Paralympics Upholds Ban on Russia for Doping,Sports,0
"Don’t expect fireworks from this soberly sensible orchestra, coming to Carnegie Hall this week. It’s an understated celebration.",Culture,3
‘It Was Like a Bucket List Thing’,Sports,0
"To pass as a dancer in “Red Sparrow,” Ms. Lawrence turned to a choreographer, a partner, a dance double and a “ballet-boot-camp guy.”",Culture,3
"‘The Leftovers’ Season 3, Episode 5 Recap: Ship of Fools",Culture,3
Who Will Fix Penn Station?,Culture,3
The Chinese government’s move to tame an ambitious global deal maker reflects an official willingness to finally curb the country’s addiction to borrowing.,Business,1
"While studying ancient pollen in the black goop of sediment collected in Germany, researchers discovered 200 million-year-old butterfly scales.",Science,2
Automakers In Germany Under Fire Over Tests,Business,1
Eat: A Diet for Lead Poisoning?,Science,2
Web of Donors Sees a Chance  To Curb Labor,Business,1
Informed Patient? Don’t Bet on It,Science,2
"Hormone Blockers Can Prolong Life if Prostate Cancer Recurs After Surgery, a Study Says",Science,2
A Poaching Scene Is a Crime Scene,Science,2
"China responded to Trump’s action by announcing tariffs on $3 billion worth of U.S. products, a relatively modest amount. But it has more weapons in its arsenal.",Business,1
"First produced in 2011, this coming-of-age story about a pregnant teenager lands uncomfortably in the wake of #MeToo.",Culture,3
"Men have been the focus of concern about a stubborn trend of working-age Americans neither working nor looking for jobs. But the trend applies to women, too.",Business,1
"In the end, victory may come down to which McGill brother is better at bamboozling the other.",Culture,3
Motherhood Has Role In the Gender Pay Gap,Business,1
"In this Primary Stages production, Sharon Washington recalls how a magical period in her family’s history was also tinged with pain.",Culture,3
Pushback From Right on Lies as News,Business,1
The May 29 date was announced after days of outrage over the arrest of two African-American men at a store in Philadelphia last week.,Business,1
"Using laboratory tests, researchers found that a third of adults given a diagnosis of asthma did not actually have the disorder.",Science,2
Sea Turtles Use Magnetic Fields to Find Their Birthplace Beach,Science,2
Eager Refugees Courted for Jobs In Tight Market,Business,1
"Voices are seldom raised in Rachel Bonds’s beautifully acted play, and big, confrontational truths mostly remain unspoken.",Culture,3
"There are far too few psychiatric beds in the United States, researchers say. But debate rages over what to do with those who require long-term care.",Science,2
Residents Gain New Rights in Nursing Homes,Science,2
Dorm Living for Professionals,Business,1
"Facebook’s chief executive spoke with The New York Times about data privacy of users, Cambridge Analytica and the company’s next steps.",Business,1
"At Home on the Court, and Now in the Art Gallery",Sports,0
Chinese brokers send goods around the world to disguise their origin and escape penalties. Tougher trade rules may end up only helping them.,Business,1
"Targeting the use of hand sanitizers can reduce the risk of colds, flu and other diseases.",Science,2
"Peloton, which sells an internet-connected spin bicycle, unveiled a $4,000 internet-connected treadmill. The company’s insight: The gadget is not as important as the service.",Business,1
"Despite the country being barred from the Winter Games, Russian athletes and fans showed up and had a good time.",Sports,0
Norway’s skiers say their team’s ability to punch above its weight on the mountain is directly related to its team harmony. Sometimes they share beds.,Sports,0
Standing Watch With Wary Words,Culture,3
The show crossed several Rubicons this week.,Culture,3
PAUL ROGERS,Science,2
"The scandal over how Facebook let a consulting firm gain access to user information is ushering in a new era for privacy experts, whose warnings about online privacy have long gone unheeded.",Business,1
"The new FX “superhero” series is visually striking, impeccably detailed and emotionally distant.",Culture,3
A growing number of state and local laws ban an employer practice that is said to perpetuate pay bias. But some researchers say the move may be counterproductive.,Business,1
"Humans will have to get used to their machine co-workers. But the robot next to you may not be ready to be your replacement. At least, not yet.",Business,1
Lessons From a 105-Year-Old,Science,2
"‘The Walking Dead’ Season 7, Episode 10: Carol Sees an Old Friend, Rick Makes a New One",Culture,3
"Claims of Liberal Media Bias Hit ESPN, Too",Sports,0
Exploring the ways the professional affects the personal leads to an entertaining episode.,Culture,3
Health Insurer Is Sued Over Lack of Coverage,Science,2
‘All-Star.’ ‘Defendant.’  Both Soon on a Plaque?,Sports,0
Balancing the Chaos Of a Mighty Universe,Culture,3
"‘Homeland,’ Season 6, Episode 11: Is Quinn Just a Natural Killer?",Culture,3
Alternative Medicine: Placebos Help Arthritis,Science,2
"When a team changes course, it often does so with a new general manager. But the Yankees’ makeover has been directed by a man who has led them for two decades.",Sports,0
Tug McGraw’s ’73 Mets Rallying Cry? It’s Now on a Phillies Wall,Sports,0
"Coming Out, Politics Aside",Culture,3
"A female reporter accused Harold E. Ford Jr., a former congressman, of inappropriate behavior. Morgan Stanley found no proof but fired him. How one Wall Street firm responded to misconduct allegations.",Business,1
The Game So Bad It’s Good,Culture,3
The Other Kind of Home Plate,Sports,0
Safety: Umbrella vs. Sunscreen,Science,2
"A report from the National Academy of Sciences said that e-cigarettes are safer than smoking, but not quite safe, and may cause teens to take up tobacco.",Science,2
Thyroid Drug Isn’t Helping Older Patients,Science,2
This ensemble piece from the Baxter Theater Center of Cape Town traces the exhilaration and ache of group activism.,Culture,3
Visitors to my suicide prevention website have said I can’t possibly understand their experience. They assume I have never been suicidal myself.,Science,2
"In recent years, the Knicks have not been renowned for their stability or for their aptitude at basketball.",Sports,0
"The economy added 211,000 jobs in April, the Labor Department said, after weak hiring figures for March. The jobless rate declined to 4.4 percent.",Business,1
"Tiny Robot Walks, Crawls, Jumps and Swims",Science,2
"‘The Americans’ Season 5, Episode 11: You’re a Monster",Culture,3
N.F.L. vs. Politics Has Been Battle All Season Long,Sports,0
"Here’s one thing you can do today so if your laptop is lost or stolen, your private, personal data doesn’t fall into the wrong hands too.",Business,1
Much More Than That Cardigan,Culture,3
Stephen Colbert Calls Philadelphia’s Victory Riot an ‘Inferno of Joy’,Culture,3
Recognition for a Coach Could Soothe San Diego,Sports,0
Maia finally finds the boldness to start making her mark. Her father doesn’t lack that trait.,Culture,3
"Even if it is eliminated by the Toronto Raptors, a team with more playoff experience, Milwaukee has budding stars like Malcolm Brogdon, Giannis Antetokounmpo and Thon Maker.",Sports,0
Patients in a fee-for-service system were 63 percent more likely to have surgery than those in system where doctors got a salary.,Science,2
"In Mr. Abloh, Louis Vuitton has hired its first African-American designer and a street wear specialist for its growing luxury men’s line.",Business,1
"Apple should give parents more tools to curb technology use by children and study the health effects of excessive screen time, two big funds said.",Business,1
"Hey, It Was a Living",Culture,3
"‘The Walking Dead’ Season 7, Episode 13: Morgan Takes a Turn",Culture,3
"Nasim Najafi Aghdam, who the police said shot three people at YouTube’s headquarters before killing herself, had accused the company of censoring her videos.",Business,1
The Audience Faces the Music,Culture,3
French Federation’s Snub Of Sharapova Invites Debate,Sports,0
"‘The Alienist’ Season 1, Episode 3: There’s No Later",Culture,3
Whole Foods Gets Primed With the Amazon Treatment,Business,1
"When many of the best American players, especially pitchers, stay with their major league teams rather than play in the tournament, it sends a powerful message to fans.",Sports,0
"Tate Modern focuses on a single year, with more than 100 paintings, sculpture and drawings. This was a fraction of the artist’s prodigious output.",Culture,3
